,id,title,abstract,judgement,tiab,2023-08-09_06-47Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-08-09_06-47Azure_zeroshot_gpt-35-turbo-0613_temp0,2023-08-09_06-54Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-08-09_06-54Azure_zeroshot_gpt-35-turbo-0613_temp0,2023-08-09_07-01Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-08-09_07-01Azure_zeroshot_gpt-35-turbo-0613_temp0
20,19887,Neuroimaging markers of human immunodeficiency virus infection in South Africa.,Previous studies have reported cognitive deficits among HIV-positive individuals infected with clade C virus. However  no study has examined whether individuals predominately infected with clade C virus exhibit brain atrophy relative to healthy controls. This study examined volumetric differences between 28 HIV+ individuals and 23 HIV- controls from South Africa. Volumetric measures were obtained from six regions of interest -- caudate  thalamus  corpus callosum  total cortex  total gray matter  and total white matter. HIV+ participants had significantly lower volumes in the total white matter (p<0.01)  thalamus (p<0.01) and total gray matter (inclusive of cortical and subcortical regions  p<0.01). This study is the first to provide evidence of brain atrophy among HIV+ individuals in South Africa  where HIV clade C predominates. Additional research that integrates neuroimaging  comprehensive neuropsychological testing  genetic variance in clade-specific proteins  and the impact of treatment with Antiretrovirals (ARV) are necessary to understand the development of HIV-related neurocognitive disorders in South Africa.,0,Neuroimaging markers of human immunodeficiency virus infection in South Africa.Previous studies have reported cognitive deficits among HIV-positive individuals infected with clade C virus. However  no study has examined whether individuals predominately infected with clade C virus exhibit brain atrophy relative to healthy controls. This study examined volumetric differences between 28 HIV+ individuals and 23 HIV- controls from South Africa. Volumetric measures were obtained from six regions of interest -- caudate  thalamus  corpus callosum  total cortex  total gray matter  and total white matter. HIV+ participants had significantly lower volumes in the total white matter (p<0.01)  thalamus (p<0.01) and total gray matter (inclusive of cortical and subcortical regions  p<0.01). This study is the first to provide evidence of brain atrophy among HIV+ individuals in South Africa  where HIV clade C predominates. Additional research that integrates neuroimaging  comprehensive neuropsychological testing  genetic variance in clade-specific proteins  and the impact of treatment with Antiretrovirals (ARV) are necessary to understand the development of HIV-related neurocognitive disorders in South Africa.,"{'judgement': 'False', 'index': 20}",0,"{'judgement': 'False', 'index': 20}",0,"{'judgement': 'False', 'index': 20}",0
21,13707,Letter to the Editor: New onset psychosis and mania following COVID-19 infection,,0,Letter to the Editor: New onset psychosis and mania following COVID-19 infection,"{'judgement': 'True', 'index': 21}",1,"{'judgement': 'True', 'index': 21}",1,"{'judgement': 'True', 'index': 21}",1
22,29449,Clinical and Cardiac Characteristics of COVID-19 Mortalities in a Diverse New York City Cohort,"INTRODUCTION: Electrocardiographic characteristics in COVID-19 related mortality have not yet been reported, particularly in racial/ethnic minorities. METHODS AND RESULTS: We reviewed demographics, laboratory and cardiac tests, medications, and cardiac rhythm proximate to death or initiation of comfort care for patients hospitalized with a positive SARS-CoV-2 RT-PCR in 3 New York City hospitals between March 1 and April 3, 2020 who died. We described clinical characteristics and compared factors contributing toward arrhythmic versus non-arrhythmic death. Of 1258 patients screened, 133 died and were enrolled. Of these, 55.6% (74/133) were male, 69.9% (93/133) were racial/ethnic minorities, and 88.0% (117/133) had cardiovascular disease (CVD). The last cardiac rhythm recorded was ventricular tachycardia or fibrillation in 5.3% (7/133), pulseless electrical activity in 7.5% (10/133), unspecified bradycardia in 0.8% (1/133), and asystole in 26.3% (35/133). Most 74.4% (99/133) died receiving comfort measures only. The most common abnormalities on admission electrocardiogram included abnormal QRS axis (25.8%), atrial fibrillation/flutter (14.3%), atrial ectopy (12.0%), and right bundle branch block (11.9%). During hospitalization, an additional 17.6% developed atrial ectopy, 14.7% ventricular ectopy, 10.1% atrial fibrillation/flutter, and 7.8% a right ventricular abnormality. Arrhythmic death was confirmed or suspected in 8.3% (11/133) associated with age, coronary artery disease, asthma, vasopressor use, longer admission corrected QT interval, and left bundle branch block (LBBB). CONCLUSIONS: Conduction, rhythm, and electrocardiographic abnormalities were common during COVID-19 related hospitalization. Arrhythmic death was associated with age, coronary artery disease, asthma, longer admission corrected QT interval, LBBB, ventricular ectopy, and usage of vasopressors. Most died receiving comfort measures. This article is protected by copyright. All rights reserved. Copyright This article is protected by copyright. All rights reserved.",0,"Clinical and Cardiac Characteristics of COVID-19 Mortalities in a Diverse New York City CohortINTRODUCTION: Electrocardiographic characteristics in COVID-19 related mortality have not yet been reported, particularly in racial/ethnic minorities. METHODS AND RESULTS: We reviewed demographics, laboratory and cardiac tests, medications, and cardiac rhythm proximate to death or initiation of comfort care for patients hospitalized with a positive SARS-CoV-2 RT-PCR in 3 New York City hospitals between March 1 and April 3, 2020 who died. We described clinical characteristics and compared factors contributing toward arrhythmic versus non-arrhythmic death. Of 1258 patients screened, 133 died and were enrolled. Of these, 55.6% (74/133) were male, 69.9% (93/133) were racial/ethnic minorities, and 88.0% (117/133) had cardiovascular disease (CVD). The last cardiac rhythm recorded was ventricular tachycardia or fibrillation in 5.3% (7/133), pulseless electrical activity in 7.5% (10/133), unspecified bradycardia in 0.8% (1/133), and asystole in 26.3% (35/133). Most 74.4% (99/133) died receiving comfort measures only. The most common abnormalities on admission electrocardiogram included abnormal QRS axis (25.8%), atrial fibrillation/flutter (14.3%), atrial ectopy (12.0%), and right bundle branch block (11.9%). During hospitalization, an additional 17.6% developed atrial ectopy, 14.7% ventricular ectopy, 10.1% atrial fibrillation/flutter, and 7.8% a right ventricular abnormality. Arrhythmic death was confirmed or suspected in 8.3% (11/133) associated with age, coronary artery disease, asthma, vasopressor use, longer admission corrected QT interval, and left bundle branch block (LBBB). CONCLUSIONS: Conduction, rhythm, and electrocardiographic abnormalities were common during COVID-19 related hospitalization. Arrhythmic death was associated with age, coronary artery disease, asthma, longer admission corrected QT interval, LBBB, ventricular ectopy, and usage of vasopressors. Most died receiving comfort measures. This article is protected by copyright. All rights reserved. Copyright This article is protected by copyright. All rights reserved.","{'judgement': 'True', 'index': 22}",1,"{'judgement': 'True', 'index': 22}",1,"{'judgement': 'True', 'index': 22}",1
23,25909,New development of functional neurorehabilitation in neurosurgery,OBJECTIVES: Today  increasingly more patients with severe brain and spinal cord lesions mainly secondary to accidents  violence  stroke  and tumours survive their injuries  in many cases  however  suffering from severe functional impairments of functioning as described by the WHO-ICF criteria. New developments of functional neurorehabilitation in neurosurgery could significantly improve the patients' quality of life (QoL) in terms of brain and body functioning and certain health-related components of well-being (such as social activities and leisure). METHODS: Functional rehabilitation is an original task of neurosurgery from the very outset. Advances in biotechnology regarding both basic research and clinical application have opened up a new and very promising field to restore or compensate impaired or definitively lost organic functions in addition to the conservative rehabilitation methods. RESULTS: Along with the scientific progress in biotechnology and functional MRI and PET  neurosurgeons have become increasingly interested and actively involved in rehabilitation science and neurosurgical re-engineering of the damaged brain and spinal cord. Some of them have developed new specially designed institutions for early (acute) and subacute neurorehabilitation. Attached to the acute services  neurosurgeons thus become responsible for neurorehabilitation and at the same time for the management of all kinds of complications  which significantly improves the early and late functional outcome. At the same time microelectronics  biotechnology  and genetic engineering are being introduced into the field of neurosurgical rehabilitation in a step-by-step manner. DISCUSSION: Progress in the fields of microelectronics  computer technology  and genetic engineering along with rehabilitation science is opening up a new field of unknown chances to partially restore lost body functions and to help improve the quality of life of disabled patients in the sense of ICF. Functional neurosurgery plays a major role in neurosurgical rehabilitation. e.g. functional electrostimulation  brain-stem implants  pain and epilepsy control  restoration of locomotion and grasp faculties  and the use of potent substances such as botulinum toxin (Btx). This demands the capacity of time work and the realization of the necessity to draw up a detailed plan for the restoration of impaired functions prior to enacting a neurosurgical intervention in the sense of a complex neurorehabilitation  and consequently to assume the responsibility for the patient's outcome. From the beginning of neurological surgery  the preservation and restoration of impaired brain and spinal-cord functions as an original task for neurosurgeons demand their involvement with issues of functional neurorehabilitation including neurosurgical re-engineering of the damaged brain and spinal cord. In this connection the close and trusting cooperation with the clinical neuropsychologist from the very outset is an indispensible factor,0,New development of functional neurorehabilitation in neurosurgeryOBJECTIVES: Today  increasingly more patients with severe brain and spinal cord lesions mainly secondary to accidents  violence  stroke  and tumours survive their injuries  in many cases  however  suffering from severe functional impairments of functioning as described by the WHO-ICF criteria. New developments of functional neurorehabilitation in neurosurgery could significantly improve the patients' quality of life (QoL) in terms of brain and body functioning and certain health-related components of well-being (such as social activities and leisure). METHODS: Functional rehabilitation is an original task of neurosurgery from the very outset. Advances in biotechnology regarding both basic research and clinical application have opened up a new and very promising field to restore or compensate impaired or definitively lost organic functions in addition to the conservative rehabilitation methods. RESULTS: Along with the scientific progress in biotechnology and functional MRI and PET  neurosurgeons have become increasingly interested and actively involved in rehabilitation science and neurosurgical re-engineering of the damaged brain and spinal cord. Some of them have developed new specially designed institutions for early (acute) and subacute neurorehabilitation. Attached to the acute services  neurosurgeons thus become responsible for neurorehabilitation and at the same time for the management of all kinds of complications  which significantly improves the early and late functional outcome. At the same time microelectronics  biotechnology  and genetic engineering are being introduced into the field of neurosurgical rehabilitation in a step-by-step manner. DISCUSSION: Progress in the fields of microelectronics  computer technology  and genetic engineering along with rehabilitation science is opening up a new field of unknown chances to partially restore lost body functions and to help improve the quality of life of disabled patients in the sense of ICF. Functional neurosurgery plays a major role in neurosurgical rehabilitation. e.g. functional electrostimulation  brain-stem implants  pain and epilepsy control  restoration of locomotion and grasp faculties  and the use of potent substances such as botulinum toxin (Btx). This demands the capacity of time work and the realization of the necessity to draw up a detailed plan for the restoration of impaired functions prior to enacting a neurosurgical intervention in the sense of a complex neurorehabilitation  and consequently to assume the responsibility for the patient's outcome. From the beginning of neurological surgery  the preservation and restoration of impaired brain and spinal-cord functions as an original task for neurosurgeons demand their involvement with issues of functional neurorehabilitation including neurosurgical re-engineering of the damaged brain and spinal cord. In this connection the close and trusting cooperation with the clinical neuropsychologist from the very outset is an indispensible factor,"{'judgement': 'False', 'index': 23}",0,"{'judgement': 'False', 'index': 23}",0,"{'judgement': 'False', 'index': 23}",0
24,34194,Synchrotron FTIR reveals lipid around and within amyloid plaques in transgenic mice and Alzheimer's disease brain.,While the basis of neuronal degeneration in Alzheimer's disease (AD) continues to be debated  the amyloid cascade hypothesis remains central. Amyloid plaques are a required pathological marker for post mortem diagnosis  and Aﾎｲ peptide is regarded by most as a critical trigger at the very least. We present spectrochemical image analysis of brain tissue sections obtained with the mid-infrared beamline IRENI (InfraRed ENvironmental Imaging  Synchrotron Radiation Center  U Wisconsin-Madison)  where the pixel resolution of 0.54 ﾃ 0.54 ﾂｵm(2) permits analysis at sub-cellular dimensions. Spectrochemical images of dense core plaque found in hippocampus and cortex sections of two transgenic mouse models of AD (TgCRND8 and 3ﾃ裕g) are compared with plaque images from a 91 year old apoE43 human AD case. Spectral analysis was done in conjunction with histochemical stains of serial sections. A lipid membrane-like spectral signature surrounded and infiltrated the dense core plaques in all cases. Remarkable compositional similarities in early stage plaques suggest similar routes to plaque formation  regardless of genetic predisposition or mammalian origin.,0,Synchrotron FTIR reveals lipid around and within amyloid plaques in transgenic mice and Alzheimer's disease brain.While the basis of neuronal degeneration in Alzheimer's disease (AD) continues to be debated  the amyloid cascade hypothesis remains central. Amyloid plaques are a required pathological marker for post mortem diagnosis  and Aﾎｲ peptide is regarded by most as a critical trigger at the very least. We present spectrochemical image analysis of brain tissue sections obtained with the mid-infrared beamline IRENI (InfraRed ENvironmental Imaging  Synchrotron Radiation Center  U Wisconsin-Madison)  where the pixel resolution of 0.54 ﾃ 0.54 ﾂｵm(2) permits analysis at sub-cellular dimensions. Spectrochemical images of dense core plaque found in hippocampus and cortex sections of two transgenic mouse models of AD (TgCRND8 and 3ﾃ裕g) are compared with plaque images from a 91 year old apoE43 human AD case. Spectral analysis was done in conjunction with histochemical stains of serial sections. A lipid membrane-like spectral signature surrounded and infiltrated the dense core plaques in all cases. Remarkable compositional similarities in early stage plaques suggest similar routes to plaque formation  regardless of genetic predisposition or mammalian origin.,"{'judgement': 'False', 'index': 24}",0,"{'judgement': 'False', 'index': 24}",0,"{'judgement': 'False', 'index': 24}",0
25,61400,Cranial neuronavigation with direct integration of (11)C methionine positron emission tomography (PET) data -- results of a pilot study in 32 surgical cases,BACKGROUND: MRI detects small intracranial lesions  but has difficulties in differentiating between tumour  gliosis and edema. (11)C methionine-PET may help to overcome this problem. For its appropriate intra-operative use  it must be integrated into neuronavigation. We present the results of our pilot study with this method. METHOD: 32 patients with 34 intracranial lesions detected by MRI underwent additional (11)C methionine-PET  because the pathophysiological behaviour or the tumour delineation was unclear. All lesions were treated surgically. In 25 patients PET data could be integrated directly into cranial neuronavigation. FINDINGS: (11)C methionine uptake was observed in 27/34 lesions  26 of them were tumours: 14 malignant and 7 benign gliomas  3 gliomas without further histological typing  one Ewing sarcoma and one non-Hodgkin lymphoma. Only one (11)C methionine positive lesion was non-tumourous: it was staged as post-irradiation necrosis in a patient operated on for a malignant glioma. 3/7 (11)C-methionine negative lesions were classified as gliosis (n=2) and M. Whipple (n=1)  but 4/7 were tumours: 2 astrocytomas WHO(degrees)II  1 DNT and one astrocytoma WHO(degrees)III. The sensitivity of (11)C methionine-PET was 87%  the specificity 75%  the positive predictive value 96% and the negative predictive value 43%. In all tumourous cases with positive tracer uptake the borderline area of the tumour was better defined by (11)C methionine-PET than by MRI. INTERPRETATION: A positive (11)C methionine-PET is highly suspicious of a tumour  a negative one does not exclude it. (11)C methionine-PET seems to be more sensitive than MRI for differentiating between tumour and edema or gliosis. Simultaneous integration MRI and (11)C methionine-PET into cranial neuronavigation can facilitate cross total tumour removal in glioma surgery,0,Cranial neuronavigation with direct integration of (11)C methionine positron emission tomography (PET) data -- results of a pilot study in 32 surgical casesBACKGROUND: MRI detects small intracranial lesions  but has difficulties in differentiating between tumour  gliosis and edema. (11)C methionine-PET may help to overcome this problem. For its appropriate intra-operative use  it must be integrated into neuronavigation. We present the results of our pilot study with this method. METHOD: 32 patients with 34 intracranial lesions detected by MRI underwent additional (11)C methionine-PET  because the pathophysiological behaviour or the tumour delineation was unclear. All lesions were treated surgically. In 25 patients PET data could be integrated directly into cranial neuronavigation. FINDINGS: (11)C methionine uptake was observed in 27/34 lesions  26 of them were tumours: 14 malignant and 7 benign gliomas  3 gliomas without further histological typing  one Ewing sarcoma and one non-Hodgkin lymphoma. Only one (11)C methionine positive lesion was non-tumourous: it was staged as post-irradiation necrosis in a patient operated on for a malignant glioma. 3/7 (11)C-methionine negative lesions were classified as gliosis (n=2) and M. Whipple (n=1)  but 4/7 were tumours: 2 astrocytomas WHO(degrees)II  1 DNT and one astrocytoma WHO(degrees)III. The sensitivity of (11)C methionine-PET was 87%  the specificity 75%  the positive predictive value 96% and the negative predictive value 43%. In all tumourous cases with positive tracer uptake the borderline area of the tumour was better defined by (11)C methionine-PET than by MRI. INTERPRETATION: A positive (11)C methionine-PET is highly suspicious of a tumour  a negative one does not exclude it. (11)C methionine-PET seems to be more sensitive than MRI for differentiating between tumour and edema or gliosis. Simultaneous integration MRI and (11)C methionine-PET into cranial neuronavigation can facilitate cross total tumour removal in glioma surgery,"{'judgement': 'True', 'index': 25}",1,"{'judgement': 'True', 'index': 25}",1,"{'judgement': 'True', 'probability': '0.8', 'index': 25}",1
26,35687,Surgery of caval spread. Report of 2 cases,,0,Surgery of caval spread. Report of 2 cases,"{'judgement': 'True', 'index': 26}",1,"{'judgement': 'True', 'index': 26}",1,"{'judgement': 'True', 'index': 26}",1
27,40981,Interleukin-6 Blockade Treatment for COVID-19 associated Cytokine Release Syndrome in a Patient with Poorly Controlled Chronic Myeloid Leukaemia,"In December 2019, a novel coronavirus pneumonia, coronavirus disease 2019 (COVID-19), caused by Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) was reported in Wuhan, China. A hyperinflammatory immune response, or cytokine release syndrome (CRS) is observed in critically unwell patients with SARS-CoV-2 globally. Severe lymphopenia, hyperactivated pro-inflammatory T cells1 and decreased regulatory T cells2 are seen in these critically ill patients, suggesting dysregulated immune responses. Copyright This article is protected by copyright. All rights reserved.",0,"Interleukin-6 Blockade Treatment for COVID-19 associated Cytokine Release Syndrome in a Patient with Poorly Controlled Chronic Myeloid LeukaemiaIn December 2019, a novel coronavirus pneumonia, coronavirus disease 2019 (COVID-19), caused by Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) was reported in Wuhan, China. A hyperinflammatory immune response, or cytokine release syndrome (CRS) is observed in critically unwell patients with SARS-CoV-2 globally. Severe lymphopenia, hyperactivated pro-inflammatory T cells1 and decreased regulatory T cells2 are seen in these critically ill patients, suggesting dysregulated immune responses. Copyright This article is protected by copyright. All rights reserved.","{'judgement': 'False', 'index': 27}",0,"{'judgement': '', 'probability': '', 'index': 27}",,"{'judgement': 'False', 'index': 27}",0
28,293,A Comparison of Case Fatality Risk of COVID-19 between Singapore and Japan,"The crude case fatality risk (CFR) for coronavirus disease (COVID-19) in Singapore is remarkably small. We aimed to estimate the unbiased CFR by age for Singapore and Japan and compare these estimates by calculating the standardized mortality ratio (SMR). Age-specific CFRs for COVID-19 were estimated in real time, adjusting for the delay from illness onset to death. The SMR in Japan was estimated by using the age distribution of the Singapore population. Among cases aged 60-69 years and 70-79 years, the age-specific CFRs in Singapore were estimated as 1.84% (95% confidence interval: 0.46-4.72%) and 5.57% (1.41-13.97%), respectively, and those in Japan as 5.52% (4.55-6.62%) and 15.49% (13.81-17.27%), respectively. The SMR of COVID-19 in Japan, when compared with Singapore as the baseline, was estimated to be 1.46 (1.09-2.96). The overall CFR for Singapore is lower than that for Japan. It is possible that the circulating variant of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in Singapore causes a milder clinical course of COVID-19 infection compared with other strains. If infection with a low-virulence SARS-CoV-2 variant provides protection against infection by high-virulence strains, the existence of such a strain is encouraging news for the many countries struggling to suppress this virus.",0,"A Comparison of Case Fatality Risk of COVID-19 between Singapore and JapanThe crude case fatality risk (CFR) for coronavirus disease (COVID-19) in Singapore is remarkably small. We aimed to estimate the unbiased CFR by age for Singapore and Japan and compare these estimates by calculating the standardized mortality ratio (SMR). Age-specific CFRs for COVID-19 were estimated in real time, adjusting for the delay from illness onset to death. The SMR in Japan was estimated by using the age distribution of the Singapore population. Among cases aged 60-69 years and 70-79 years, the age-specific CFRs in Singapore were estimated as 1.84% (95% confidence interval: 0.46-4.72%) and 5.57% (1.41-13.97%), respectively, and those in Japan as 5.52% (4.55-6.62%) and 15.49% (13.81-17.27%), respectively. The SMR of COVID-19 in Japan, when compared with Singapore as the baseline, was estimated to be 1.46 (1.09-2.96). The overall CFR for Singapore is lower than that for Japan. It is possible that the circulating variant of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in Singapore causes a milder clinical course of COVID-19 infection compared with other strains. If infection with a low-virulence SARS-CoV-2 variant provides protection against infection by high-virulence strains, the existence of such a strain is encouraging news for the many countries struggling to suppress this virus.","{'judgement': 'False', 'index': 28}",0,"{'judgement': 'False', 'index': 28}",0,"{'judgement': 'False', 'index': 28}",0
29,6040,Transmigration of beta amyloid specific heavy chain antibody fragments across the in vitro blood-brain barrier.,Previously selected amyloid beta recognizing heavy chain antibody fragments (VHH) affinity binders derived from the Camelid heavy chain antibody repertoire were tested for their propensity to cross the blood-brain barrier (BBB) using an established in vitro BBB co-culture system. Of all tested VHH  ni3A showed highest transmigration efficiency which is  in part  facilitated by a three amino acid substitutions in its N-terminal domain. Additional studies indicated that the mechanism of transcellular passage of ni3A is by active transport. As VHH ni3A combines the ability to recognize amyloid beta and to cross the BBB  it has potential as a tool for non-invasive in vivo imaging and as efficient local drug targeting moiety in patients suffering from cerebral amyloidosis such as Alzheimer's disease (AD) and cerebral amyloid angiopathy (CAA).,0,Transmigration of beta amyloid specific heavy chain antibody fragments across the in vitro blood-brain barrier.Previously selected amyloid beta recognizing heavy chain antibody fragments (VHH) affinity binders derived from the Camelid heavy chain antibody repertoire were tested for their propensity to cross the blood-brain barrier (BBB) using an established in vitro BBB co-culture system. Of all tested VHH  ni3A showed highest transmigration efficiency which is  in part  facilitated by a three amino acid substitutions in its N-terminal domain. Additional studies indicated that the mechanism of transcellular passage of ni3A is by active transport. As VHH ni3A combines the ability to recognize amyloid beta and to cross the BBB  it has potential as a tool for non-invasive in vivo imaging and as efficient local drug targeting moiety in patients suffering from cerebral amyloidosis such as Alzheimer's disease (AD) and cerebral amyloid angiopathy (CAA).,"{'judgement': 'True', 'index': 29}",1,"{'judgement': 'True', 'index': 29}",1,"{'judgement': 'True', 'index': 29}",1
30,43821,Epidemiology of COVID-19 and Predictors of Outcome in Nigeria: A Single-Center Study.,"There is a paucity of information regarding the epidemiology and outcome of COVID-19 from low/middle-income countries, including from Nigeria. This single-center study described the clinical features, laboratory findings, and predictors of in-hospital mortality of COVID-19 patients. Patients admitted between April 10, 2020 and June 10, 2020 were included. Forty-five patients with a mean age of 43 (16) years, predominantly male (87%), presented with fever (38%), cough (29%), or dyspnea (24%). In-hospital mortality was 16%. The independent predictors of mortality were hypoxemia (adjusted odds ratio [aOR]: 2.5; 95% CI: 1.3-5.1) and creatinine > 1.5 mg/dL (aOR: 4.3; 95% CI: 1.9-9.8).",0,"Epidemiology of COVID-19 and Predictors of Outcome in Nigeria: A Single-Center Study.There is a paucity of information regarding the epidemiology and outcome of COVID-19 from low/middle-income countries, including from Nigeria. This single-center study described the clinical features, laboratory findings, and predictors of in-hospital mortality of COVID-19 patients. Patients admitted between April 10, 2020 and June 10, 2020 were included. Forty-five patients with a mean age of 43 (16) years, predominantly male (87%), presented with fever (38%), cough (29%), or dyspnea (24%). In-hospital mortality was 16%. The independent predictors of mortality were hypoxemia (adjusted odds ratio [aOR]: 2.5; 95% CI: 1.3-5.1) and creatinine > 1.5 mg/dL (aOR: 4.3; 95% CI: 1.9-9.8).","{'judgement': 'True', 'index': 30}",1,"{'judgement': 'True', 'index': 30}",1,"{'judgement': 'True', 'index': 30}",1
31,18793,PET imaging for Alzheimer disease: are its benefits worth the cost?,,0,PET imaging for Alzheimer disease: are its benefits worth the cost?,"{'judgement': 'True', 'index': 31}",1,"{'judgement': 'True', 'index': 31}",1,"{'judgement': 'True', 'index': 31}",1
32,34482,Critical ages in the life course of the adult brain: nonlinear subcortical aging.,Age-related changes in brain structure result from a complex interplay among various neurobiological processes  which may contribute to more complex trajectories than what can be described by simple linear or quadratic models. We used a nonparametric smoothing spline approach to delineate cross-sectionally estimated age trajectories of the volume of 17 neuroanatomic structures in 1100 healthy adults (18-94 years). Accelerated estimated decline in advanced age characterized some structures  for example hippocampus  but was not the norm. For most areas  1 or 2 critical ages were identified  characterized by changes in the estimated rate of change. One-year follow-up data from 142 healthy older adults (60-91 years) confirmed the existence of estimated change from the cross-sectional analyses for all areas except 1 (caudate). The cross-sectional and the longitudinal analyses agreed well on the rank order of age effects on specific brain structures (Spearman ﾏﾂ= 0.91). The main conclusions are that most brain structures do not follow a simple path throughout adult life and that accelerated decline in high age is not the norm of healthy brain aging.,0,Critical ages in the life course of the adult brain: nonlinear subcortical aging.Age-related changes in brain structure result from a complex interplay among various neurobiological processes  which may contribute to more complex trajectories than what can be described by simple linear or quadratic models. We used a nonparametric smoothing spline approach to delineate cross-sectionally estimated age trajectories of the volume of 17 neuroanatomic structures in 1100 healthy adults (18-94 years). Accelerated estimated decline in advanced age characterized some structures  for example hippocampus  but was not the norm. For most areas  1 or 2 critical ages were identified  characterized by changes in the estimated rate of change. One-year follow-up data from 142 healthy older adults (60-91 years) confirmed the existence of estimated change from the cross-sectional analyses for all areas except 1 (caudate). The cross-sectional and the longitudinal analyses agreed well on the rank order of age effects on specific brain structures (Spearman ﾏﾂ= 0.91). The main conclusions are that most brain structures do not follow a simple path throughout adult life and that accelerated decline in high age is not the norm of healthy brain aging.,"{'judgement': 'False', 'index': 32}",0,"{'judgement': 'False', 'index': 32}",0,"{'judgement': 'False', 'index': 32}",0
33,14504,Subjective memory complaints in community dwelling healthy older people: the influence of brain and psychopathology.,OBJECTIVES: Subjective memory complaints (SMC) are common. We aimed to characterize the relationship between psychiatric illness and white matter disease to SMC in a sample of healthy older people. MEASUREMENTS: Cognitively normal subjects between 55 and 90 years had age-adjusted and education-adjusted Consortium to Establish a Registry for Alzheimer's disease (CERAD) scores 竕､1.5 SD from standard mean. ApoE genotyping was performed using polymerase chain reaction. Sixty subjects (30 SMC  30 controls) underwent 3T MRI  which was rated by two raters blinded to the diagnosis  for periventricular (PVH) and deep white matter hyperintensities (DWMH) using the Fazekas scale. Subjective memory was assessed by asking the participant  Do you feel like your memory or thinking is becoming worse? RESULTS: Two hundred and fifteen volunteers were assessed. Ninety-six were cognitively normal (mean age 62.5 years). SMC were reported by 52/96 subjects (54%). These were compared with subjects who denied SMC. Participants with a history of depression or anxiety were more likely to have SMC (p窶=窶0.02). The frequency distribution of ApoE4 allele and CERAD scores were similar. White matter load was similar (p窶俄王窶0.47)  with a high prevalence of PVH and DWMH seen (100% and 88% of scans  respectively). CONCLUSION: Both SMC and white matter disease were common. SMC were associated with a history of depression or anxiety but not with white matter disease. Evaluation for a history of depression and anxiety in people with SMC is supported by these findings.,0,Subjective memory complaints in community dwelling healthy older people: the influence of brain and psychopathology.OBJECTIVES: Subjective memory complaints (SMC) are common. We aimed to characterize the relationship between psychiatric illness and white matter disease to SMC in a sample of healthy older people. MEASUREMENTS: Cognitively normal subjects between 55 and 90 years had age-adjusted and education-adjusted Consortium to Establish a Registry for Alzheimer's disease (CERAD) scores 竕､1.5 SD from standard mean. ApoE genotyping was performed using polymerase chain reaction. Sixty subjects (30 SMC  30 controls) underwent 3T MRI  which was rated by two raters blinded to the diagnosis  for periventricular (PVH) and deep white matter hyperintensities (DWMH) using the Fazekas scale. Subjective memory was assessed by asking the participant  Do you feel like your memory or thinking is becoming worse? RESULTS: Two hundred and fifteen volunteers were assessed. Ninety-six were cognitively normal (mean age 62.5 years). SMC were reported by 52/96 subjects (54%). These were compared with subjects who denied SMC. Participants with a history of depression or anxiety were more likely to have SMC (p窶=窶0.02). The frequency distribution of ApoE4 allele and CERAD scores were similar. White matter load was similar (p窶俄王窶0.47)  with a high prevalence of PVH and DWMH seen (100% and 88% of scans  respectively). CONCLUSION: Both SMC and white matter disease were common. SMC were associated with a history of depression or anxiety but not with white matter disease. Evaluation for a history of depression and anxiety in people with SMC is supported by these findings.,"{'judgement': 'True', 'index': 33}",1,"{'judgement': 'False', 'index': 33}",0,"{'judgement': 'False', 'index': 33}",0
