id,title,abstract,judgement,tiab,2023-10-11_08-51Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-10-11_08-51Azure_zeroshot_gpt-35-turbo-0613_temp0,2023-10-11_09-31Azure_zeroshot_gpt-35-turbo-0613_temp0.4,shori_2023-10-11_09-31Azure_zeroshot_gpt-35-turbo-0613_temp0.4,2023-10-11_10-05Azure_zeroshot_gpt-35-turbo-0613_temp0.8,shori_2023-10-11_10-05Azure_zeroshot_gpt-35-turbo-0613_temp0.8,2023-10-11_10-51Azure_zeroshot_gpt-35-turbo-0613_temp1.2,shori_2023-10-11_10-51Azure_zeroshot_gpt-35-turbo-0613_temp1.2,2023-10-11_14-16Azure_zeroshot_gpt-35-turbo-0613_temp1.6,shori_2023-10-11_14-16Azure_zeroshot_gpt-35-turbo-0613_temp1.6
38120,Development and Validation of the Quick COVID-19 Severity Index: A Prognostic Tool for Early Clinical Decompensation,"STUDY OBJECTIVE: The goal of this study is to create a predictive, interpretable model of early hospital respiratory failure among emergency department (ED) patients admitted with coronavirus disease 2019 (COVID-19). METHODS: This was an observational, retrospective, cohort study from a 9-ED health system of admitted adult patients with severe acute respiratory syndrome coronavirus 2 (COVID-19) and an oxygen requirement less than or equal to 6 L/min. We sought to predict respiratory failure within 24 hours of admission as defined by oxygen requirement of greater than 10 L/min by low-flow device, high-flow device, noninvasive or invasive ventilation, or death. Predictive models were compared with the Elixhauser Comorbidity Index, quick Sequential [Sepsis-related] Organ Failure Assessment, and the CURB-65 pneumonia severity score. RESULTS: During the study period, from March 1 to April 27, 2020, 1,792 patients were admitted with COVID-19, 620 (35%) of whom had respiratory failure in the ED. Of the remaining 1,172 admitted patients, 144 (12.3%) met the composite endpoint within the first 24 hours of hospitalization. On the independent test cohort, both a novel bedside scoring system, the quick COVID-19 Severity Index (area under receiver operating characteristic curve mean 0.81 [95% confidence interval {CI} 0.73 to 0.89]), and a machine-learning model, the COVID-19 Severity Index (mean 0.76 [95% CI 0.65 to 0.86]), outperformed the Elixhauser mortality index (mean 0.61 [95% CI 0.51 to 0.70]), CURB-65 (0.50 [95% CI 0.40 to 0.60]), and quick Sequential [Sepsis-related] Organ Failure Assessment (0.59 [95% CI 0.50 to 0.68]). A low quick COVID-19 Severity Index score was associated with a less than 5% risk of respiratory decompensation in the validation cohort. CONCLUSION: A significant proportion of admitted COVID-19 patients progress to respiratory failure within 24 hours of admission. These events are accurately predicted with bedside respiratory examination findings within a simple scoring system. Copyright ﾃ・ﾂｩ 2020 American College of Emergency Physicians. Published by Elsevier Inc. All rights",0,"Development and Validation of the Quick COVID-19 Severity Index: A Prognostic Tool for Early Clinical DecompensationSTUDY OBJECTIVE: The goal of this study is to create a predictive, interpretable model of early hospital respiratory failure among emergency department (ED) patients admitted with coronavirus disease 2019 (COVID-19). METHODS: This was an observational, retrospective, cohort study from a 9-ED health system of admitted adult patients with severe acute respiratory syndrome coronavirus 2 (COVID-19) and an oxygen requirement less than or equal to 6 L/min. We sought to predict respiratory failure within 24 hours of admission as defined by oxygen requirement of greater than 10 L/min by low-flow device, high-flow device, noninvasive or invasive ventilation, or death. Predictive models were compared with the Elixhauser Comorbidity Index, quick Sequential [Sepsis-related] Organ Failure Assessment, and the CURB-65 pneumonia severity score. RESULTS: During the study period, from March 1 to April 27, 2020, 1,792 patients were admitted with COVID-19, 620 (35%) of whom had respiratory failure in the ED. Of the remaining 1,172 admitted patients, 144 (12.3%) met the composite endpoint within the first 24 hours of hospitalization. On the independent test cohort, both a novel bedside scoring system, the quick COVID-19 Severity Index (area under receiver operating characteristic curve mean 0.81 [95% confidence interval {CI} 0.73 to 0.89]), and a machine-learning model, the COVID-19 Severity Index (mean 0.76 [95% CI 0.65 to 0.86]), outperformed the Elixhauser mortality index (mean 0.61 [95% CI 0.51 to 0.70]), CURB-65 (0.50 [95% CI 0.40 to 0.60]), and quick Sequential [Sepsis-related] Organ Failure Assessment (0.59 [95% CI 0.50 to 0.68]). A low quick COVID-19 Severity Index score was associated with a less than 5% risk of respiratory decompensation in the validation cohort. CONCLUSION: A significant proportion of admitted COVID-19 patients progress to respiratory failure within 24 hours of admission. These events are accurately predicted with bedside respiratory examination findings within a simple scoring system. Copyright ﾃ・ﾂｩ 2020 American College of Emergency Physicians. Published by Elsevier Inc. All rights reserved.","{'judgement': 'False', 'index': 221}",0,"{'judgement': 'False', 'index': 221}",0,"{'judgement': 'True', 'index': 221}",1,"{'judgement': 'True', 'index': 221}",1,"{'judgement': 'True', 'index': 221}",1
15545,Comparison of hospital worker anxiety in COVID-19 treating and non-treating hospitals in the same city during the COVID-19 pandemic,"BACKGROUND: The Hadassah Medical Organization operates two hospitals in Jerusalem. During the COVID-19 pandemic it made an administrative decision to operate one hospital as a COVID-19 treatment hospital (CTH) and to have the second function as a non-COVID-19 treating hospital (NCTH) offering general medical services. The purpose of this study was to assess how this decision affected hospital worker anxiety. METHODS: From April 27 to May 1, during the COVID-19 pandemic in Israel, while the country was under lock-down, an electronic questionnaire survey was carried out among hospital workers of the CTH and NCTH. The questionnaire includes personal demographics and attitudes about COVID-19 and assesses present anxiety state using the State-Trait Anxiety Inventory for Adults (STAI-S) validated questionnaire. A STAI-S score of >=45 was considered to represent clinical anxiety. RESULTS: Completed questionnaires were received from 1570 hospital employees (24%). 33.5% of responders had STAI-S scores >=45. Multivariable regression analysis showed that being a resident doctor (odds ration [OR] 2.13; 95% CL, 1.41-3.23; P = 0.0003), age <= 50 (OR, 2.08; 95% Cl, 1.62-2.67; P < .0001), being a nurse (OR, 1.29; 95% CL, 1.01-1.64; P = 0.039), female gender (OR, 1.63; 95% CL, 1.25-2.13; P = 0.0003) and having risk factors for COVID-19 (OR, 1.51; 95% CL, 1.19-1.91; P = 0.0007), but not hospital workplace (p = 0.08), were associated with the presence of clinical anxiety. 69% of the responders had been tested for COVID-19, but only nine were positive. CTH workers estimated that the likelihood of their already being infected with COVID-19 to be 21.5 +/- 24.7% as compared to the 15.3 +/- 19.5% estimate of NCTH workers (p = 0.0001). 50% (545/1099) of the CTH workers and 51% (168/330) of the NCTH workers responded that the most important cause of their stress was a fear of infecting their families (p = 0.7). CONCLUSIONS: By multivariable analysis the creation of a NCTH during the COVID-19 pandemic was not found to be associated with a decrease in the number of hospital workers with clinical anxiety. Hospital worker support resources can be focused on the at-risk groups identified in this study.",0,"Comparison of hospital worker anxiety in COVID-19 treating and non-treating hospitals in the same city during the COVID-19 pandemicBACKGROUND: The Hadassah Medical Organization operates two hospitals in Jerusalem. During the COVID-19 pandemic it made an administrative decision to operate one hospital as a COVID-19 treatment hospital (CTH) and to have the second function as a non-COVID-19 treating hospital (NCTH) offering general medical services. The purpose of this study was to assess how this decision affected hospital worker anxiety. METHODS: From April 27 to May 1, during the COVID-19 pandemic in Israel, while the country was under lock-down, an electronic questionnaire survey was carried out among hospital workers of the CTH and NCTH. The questionnaire includes personal demographics and attitudes about COVID-19 and assesses present anxiety state using the State-Trait Anxiety Inventory for Adults (STAI-S) validated questionnaire. A STAI-S score of >=45 was considered to represent clinical anxiety. RESULTS: Completed questionnaires were received from 1570 hospital employees (24%). 33.5% of responders had STAI-S scores >=45. Multivariable regression analysis showed that being a resident doctor (odds ration [OR] 2.13; 95% CL, 1.41-3.23; P = 0.0003), age <= 50 (OR, 2.08; 95% Cl, 1.62-2.67; P < .0001), being a nurse (OR, 1.29; 95% CL, 1.01-1.64; P = 0.039), female gender (OR, 1.63; 95% CL, 1.25-2.13; P = 0.0003) and having risk factors for COVID-19 (OR, 1.51; 95% CL, 1.19-1.91; P = 0.0007), but not hospital workplace (p = 0.08), were associated with the presence of clinical anxiety. 69% of the responders had been tested for COVID-19, but only nine were positive. CTH workers estimated that the likelihood of their already being infected with COVID-19 to be 21.5 +/- 24.7% as compared to the 15.3 +/- 19.5% estimate of NCTH workers (p = 0.0001). 50% (545/1099) of the CTH workers and 51% (168/330) of the NCTH workers responded that the most important cause of their stress was a fear of infecting their families (p = 0.7). CONCLUSIONS: By multivariable analysis the creation of a NCTH during the COVID-19 pandemic was not found to be associated with a decrease in the number of hospital workers with clinical anxiety. Hospital worker support resources can be focused on the at-risk groups identified in this study.","{'judgement': 'False', 'index': 222}",0,"{'judgement': 'False', 'index': 222}",0,"{'judgement': 'False', 'index': 222}",0,"{'judgement': 'False', 'index': 222}",0,"{'judgement': 'True', 'index': 222}",1
14885,The Direct and Indirect Impact of SARS-CoV-2 Infections on Neonates: A Series of 26 Cases in Bangladesh,"BACKGROUND: The impact of SARS-CoV-2 on neonates remains largely unknown in low- and middle-income countries (LMICs). We provide an epidemiological and clinical report of SARS-CoV-2 infections in neonates hospitalized in Bangladesh. METHODS: Outborn neonates admitted to Dhaka Shishu Hospital, a tertiary-care referral hospital, between 29 March and 1 July were screened for SARS-CoV-2. We reviewed clinical data, including chest X-rays and laboratory reports, and conducted SARS-CoV-2 genome sequencing. Patients were followed-up for 27-75 days. A subset of caregivers was also tested. RESULTS: Of 83 neonates tested, 26 were positive (median age 8 days). Most neonates were admitted with diagnosis unrelated to SARS-CoV-2: 11 presented with serious non-communicable diseases, 7 with early-onset sepsis, 5 with late-onset sepsis and 2 with pneumonia. In 3 of 5 chest X-rays, infiltrates and ground-glass or patchy opacities were noted. Two neonates developed metabolic acidosis, one developed disseminated intravascular coagulation. Most SARS-CoV-2 positive neonates were referred to government-designated COVID-19 hospitals, leading to gaps in treatment. Twenty-three neonates could be followed-up: 12 were healthy, 8 died and 3 were still seeking medical care. Of 9 caregivers tested, 8 were positive. CONCLUSIONS: SARS-CoV-2 may have serious adverse effects on children born in LMICs. The virus likely contributed directly to two deaths, but the remaining 6 neonates who died had serious comorbidities. Positive SARS-CoV-2 test results led to gaps in immediate clinical care for other morbidities, which likely contributed to adverse outcomes. This case series emphasizes the need to understand COVID-19 in neonates in LMICs and its indirect impacts.",0,"The Direct and Indirect Impact of SARS-CoV-2 Infections on Neonates: A Series of 26 Cases in BangladeshBACKGROUND: The impact of SARS-CoV-2 on neonates remains largely unknown in low- and middle-income countries (LMICs). We provide an epidemiological and clinical report of SARS-CoV-2 infections in neonates hospitalized in Bangladesh. METHODS: Outborn neonates admitted to Dhaka Shishu Hospital, a tertiary-care referral hospital, between 29 March and 1 July were screened for SARS-CoV-2. We reviewed clinical data, including chest X-rays and laboratory reports, and conducted SARS-CoV-2 genome sequencing. Patients were followed-up for 27-75 days. A subset of caregivers was also tested. RESULTS: Of 83 neonates tested, 26 were positive (median age 8 days). Most neonates were admitted with diagnosis unrelated to SARS-CoV-2: 11 presented with serious non-communicable diseases, 7 with early-onset sepsis, 5 with late-onset sepsis and 2 with pneumonia. In 3 of 5 chest X-rays, infiltrates and ground-glass or patchy opacities were noted. Two neonates developed metabolic acidosis, one developed disseminated intravascular coagulation. Most SARS-CoV-2 positive neonates were referred to government-designated COVID-19 hospitals, leading to gaps in treatment. Twenty-three neonates could be followed-up: 12 were healthy, 8 died and 3 were still seeking medical care. Of 9 caregivers tested, 8 were positive. CONCLUSIONS: SARS-CoV-2 may have serious adverse effects on children born in LMICs. The virus likely contributed directly to two deaths, but the remaining 6 neonates who died had serious comorbidities. Positive SARS-CoV-2 test results led to gaps in immediate clinical care for other morbidities, which likely contributed to adverse outcomes. This case series emphasizes the need to understand COVID-19 in neonates in LMICs and its indirect impacts.","{'judgement': 'False', 'index': 223}",0,"{'judgement': 'False', 'index': 223}",0,"{'judgement': 'False', 'index': 223}",0,"{'judgement': 'True', 'index': 223}",1,"{'judgement': 'False', 'index': 223}",0
30089,Sensitive fluorescence detection of SARS-CoV-2 RNA in clinical samples via one-pot isothermal ligation and transcription,"The control of viral outbreaks requires nucleic acid diagnostic tests that are sensitive, simple and fast. Here, we report a highly sensitive and specific one-pot assay for the fluorescence-based detection of RNA from pathogens. The assay, which can be performed within 30-50 min of incubation time and can reach a limit of detection of 0.1-attomolar RNA concentration, relies on a sustained isothermal reaction cascade producing an RNA aptamer that binds to a fluorogenic dye. The RNA aptamer is transcribed by the T7 RNA polymerase from the ligation product of a promoter DNA probe and a reporter DNA probe that hybridize with the target single-stranded RNA sequence via the SplintR ligase (a Chlorella virus DNA ligase). In 40 nasopharyngeal SARS-CoV-2 samples, the assay reached positive and negative predictive values of 95 and 100%, respectively. We also show that the assay can rapidly detect a range of viral and bacterial RNAs.",1,"Sensitive fluorescence detection of SARS-CoV-2 RNA in clinical samples via one-pot isothermal ligation and transcriptionThe control of viral outbreaks requires nucleic acid diagnostic tests that are sensitive, simple and fast. Here, we report a highly sensitive and specific one-pot assay for the fluorescence-based detection of RNA from pathogens. The assay, which can be performed within 30-50 min of incubation time and can reach a limit of detection of 0.1-attomolar RNA concentration, relies on a sustained isothermal reaction cascade producing an RNA aptamer that binds to a fluorogenic dye. The RNA aptamer is transcribed by the T7 RNA polymerase from the ligation product of a promoter DNA probe and a reporter DNA probe that hybridize with the target single-stranded RNA sequence via the SplintR ligase (a Chlorella virus DNA ligase). In 40 nasopharyngeal SARS-CoV-2 samples, the assay reached positive and negative predictive values of 95 and 100%, respectively. We also show that the assay can rapidly detect a range of viral and bacterial RNAs.","{'judgement': 'True', 'index': 224}",1,"{'judgement': 'True', 'index': 224}",1,"{'judgement': 'True', 'index': 224}",1,"{'judgement': 'False', 'index': 224}",0,"{'judgement': 'True', 'index': 224}",1
24764,"The diagnostic procedures of inflammatory bowel diseases (Crohn's disease, ulcerative colitis)","The diagnostical methods of ulcerative colitis and Crohn's disease are reviewed on the base of personal experiences and published data. The indications, advantages and contraindications appear in the focus of the publication. The importance of the case history, physical examination and clinical activity indexes is discussed in the first part of the publication, while the second part focuses on the ultrasound, endoscopy, CT, MRI and leukocyte scintigraphy.",0,"The diagnostic procedures of inflammatory bowel diseases (Crohn's disease, ulcerative colitis)The diagnostical methods of ulcerative colitis and Crohn's disease are reviewed on the base of personal experiences and published data. The indications, advantages and contraindications appear in the focus of the publication. The importance of the case history, physical examination and clinical activity indexes is discussed in the first part of the publication, while the second part focuses on the ultrasound, endoscopy, CT, MRI and leukocyte scintigraphy.","{'judgement': 'True', 'index': 225}",1,"{'judgement': 'True', 'index': 225}",1,"{'judgement': 'True', 'probability': '0.9', 'index': 225}",1,"{'judgement': 'True', 'index': 225}",1,"{'judgement': 'True', 'probability': '1.0', 'index': 225}",1
67911,"CT, [18F]FDG-PET/CT and clinical findings before and during early Covid-19 onset in a patient affected by vascular tumour",,0,"CT, [18F]FDG-PET/CT and clinical findings before and during early Covid-19 onset in a patient affected by vascular tumour","{'judgement': 'True', 'index': 226}",1,"{'judgement': 'True', 'index': 226}",1,"{'judgement': 'True', 'index': 226}",1,"{'judgement': 'True', 'index': 226}",1,"{'judgement': 'False', 'index': 226}",0
51599,"Low-dose radiotherapy for COVID-19 pneumonia treatment: case report, procedure, and literature review","BACKGROUND: The COVID-19 pandemic outbreak has set the emergency services in developing countries on major alert, as the installed response capacities are easily overwhelmed by the constantly increasing high demand. The deficit of intensive care unit beds and ventilators in countries like Peru is forcing practitioners to seek preventive or early interventional strategies to prevent saturating these chronically neglected facilities. CASE PRESENTATION: A 64-year-old patient is reported after presenting with COVID-19 pneumonia and rapidly progressing to deteriorated ventilatory function. Compassionate treatment with a single 1-Gy dose to the bilateral whole-lung volume was administered, with gradual daily improvement of ventilatory function and decrease in serum inflammatory markers and oxygen support needs, including intubation. No treatment-related toxicity developed. Procedures of transport, disinfection, and treatment planning and delivery are described. CONCLUSION: Whole-lung low-dose radiotherapy seems to be a promising approach for avoiding or delaying invasive respiratory support. Delivered low doses are far from meeting toxicity ranges. On-going prospective trials will elucidate the effectiveness of this approach.",0,"Low-dose radiotherapy for COVID-19 pneumonia treatment: case report, procedure, and literature reviewBACKGROUND: The COVID-19 pandemic outbreak has set the emergency services in developing countries on major alert, as the installed response capacities are easily overwhelmed by the constantly increasing high demand. The deficit of intensive care unit beds and ventilators in countries like Peru is forcing practitioners to seek preventive or early interventional strategies to prevent saturating these chronically neglected facilities. CASE PRESENTATION: A 64-year-old patient is reported after presenting with COVID-19 pneumonia and rapidly progressing to deteriorated ventilatory function. Compassionate treatment with a single 1-Gy dose to the bilateral whole-lung volume was administered, with gradual daily improvement of ventilatory function and decrease in serum inflammatory markers and oxygen support needs, including intubation. No treatment-related toxicity developed. Procedures of transport, disinfection, and treatment planning and delivery are described. CONCLUSION: Whole-lung low-dose radiotherapy seems to be a promising approach for avoiding or delaying invasive respiratory support. Delivered low doses are far from meeting toxicity ranges. On-going prospective trials will elucidate the effectiveness of this approach.","{'judgement': 'False', 'index': 227}",0,"{'judgement': 'False', 'index': 227}",0,"{'judgement': 'False', 'index': 227}",0,"{'judgement': 'False', 'index': 227}",0,"{'judgement': 'True', 'index': 227}",1
13330,"Changes of Leukocytes, Neutrophils, and Lymphocytes Count and Dependent Variables in Pregnant Women with Coronavirus Disease 2019 (COVID-19) Before and After Cesarean Delivery",Coronavirus disease 2019 (COVID-19) has become an emergency which has caused an emergent situation. 1 A recent cross-sectional study has shown a prevalence of 15.4% (n=33/215) for SARS-CoV-2 infection (via reverse transcription polymerase chain reaction or RT-PCR) among pregnant women who delivered their babies in NewYork which is a notable prevalence. 2 This article is protected by copyright. All rights reserved. Copyright This article is protected by copyright. All rights reserved.,0,"Changes of Leukocytes, Neutrophils, and Lymphocytes Count and Dependent Variables in Pregnant Women with Coronavirus Disease 2019 (COVID-19) Before and After Cesarean DeliveryCoronavirus disease 2019 (COVID-19) has become an emergency which has caused an emergent situation. 1 A recent cross-sectional study has shown a prevalence of 15.4% (n=33/215) for SARS-CoV-2 infection (via reverse transcription polymerase chain reaction or RT-PCR) among pregnant women who delivered their babies in NewYork which is a notable prevalence. 2 This article is protected by copyright. All rights reserved. Copyright This article is protected by copyright. All rights reserved.","{'judgement': 'False', 'index': 228}",0,"{'judgement': 'False', 'index': 228}",0,"{'judgement': 'False', 'index': 228}",0,"{'judgement': 'True', 'index': 228}",1,"{'judgement': 'True', 'index': 228}",1
15893,Experience of tracheotomy for critical patients with COVID-19: a case report,,0,Experience of tracheotomy for critical patients with COVID-19: a case report,"{'judgement': 'True', 'index': 229}",1,"{'judgement': 'True', 'index': 229}",1,"{'judgement': 'True', 'index': 229}",1,"{'judgement': 'False', 'index': 229}",0,"{'judgement': 'True', 'probability': '', 'index': 229}",1
48001,Angiotropic lymphoma: A concealed etiology of fever of unknown origin,,0,Angiotropic lymphoma: A concealed etiology of fever of unknown origin,"{'judgement': 'True', 'index': 230}",1,"{'judgement': 'True', 'index': 230}",1,"{'judgement': 'True', 'index': 230}",1,"{'judgement': 'True', 'index': 230}",1,"{'judgement': 'True', 'index': 230}",1
46807,A Retrospective Controlled Cohort Study of the Impact of Glucocorticoid Treatment in SARS-CoV-2 Infection Mortality,"Evidence to support the use of steroids in coronavirus disease 2019 (COVID-19) pneumonia is lacking. We aim to determine the impact of steroid use for COVID-19 pneumonia on hospital mortality. We performed a single-center retrospective cohort study in a university hospital in Madrid, Spain, during March of 2020. To determine the role of steroids in in-hospital mortality, patients admitted with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pneumonia and treated with steroids were compared to patients not treated with steroids, and we adjusted with a propensity score for patients on steroid treatment. Survival times were compared using the log rank test. Different steroid regimens were compared and adjusted with a second propensity score. During the study period, 463 out of 848 hospitalized patients with COVID-19 pneumonia fulfilled inclusion criteria. Among them, 396 (46.7%) patients were treated with steroids and 67 patients were not. Global mortality was 15.1%. The median time to steroid treatment from symptom onset was 10days (interquartile range [IQR], 8 to 13 days). In-hospital mortality was lower in patients treated with steroids than in controls (13.9% [55/396] versus 23.9% [16/67]; hazard ratio [HR], 0.51 [95% confidence interval, 0.27 to 0.96]; P = 0.044). Steroid treatment reduced mortality by 41.8% relative to the mortality with no steroid treatment (relative risk reduction, 0.42 [95% confidence interval, 0.048 to 0.65]). Initial treatment with 1mg/kg of body weight/day of methylprednisolone versus steroid pulses was not associated with in-hospital mortality (13.5% [42/310] versus 15.1% [13/86]; odds ratio [OR], 0.880 [95% confidence interval, 0.449 to 1.726]; P=0.710). Our results show that the survival of patients with SARS-CoV-2 pneumonia is higher in patients treated with glucocorticoids than in those not treated. Rates of in-hospital mortality were not different between initial regimens of 1mg/kg/day of methylprednisolone and glucocorticoid pulses.Copyright ﾃ・ﾂｩ ",0,"A Retrospective Controlled Cohort Study of the Impact of Glucocorticoid Treatment in SARS-CoV-2 Infection MortalityEvidence to support the use of steroids in coronavirus disease 2019 (COVID-19) pneumonia is lacking. We aim to determine the impact of steroid use for COVID-19 pneumonia on hospital mortality. We performed a single-center retrospective cohort study in a university hospital in Madrid, Spain, during March of 2020. To determine the role of steroids in in-hospital mortality, patients admitted with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pneumonia and treated with steroids were compared to patients not treated with steroids, and we adjusted with a propensity score for patients on steroid treatment. Survival times were compared using the log rank test. Different steroid regimens were compared and adjusted with a second propensity score. During the study period, 463 out of 848 hospitalized patients with COVID-19 pneumonia fulfilled inclusion criteria. Among them, 396 (46.7%) patients were treated with steroids and 67 patients were not. Global mortality was 15.1%. The median time to steroid treatment from symptom onset was 10days (interquartile range [IQR], 8 to 13 days). In-hospital mortality was lower in patients treated with steroids than in controls (13.9% [55/396] versus 23.9% [16/67]; hazard ratio [HR], 0.51 [95% confidence interval, 0.27 to 0.96]; P = 0.044). Steroid treatment reduced mortality by 41.8% relative to the mortality with no steroid treatment (relative risk reduction, 0.42 [95% confidence interval, 0.048 to 0.65]). Initial treatment with 1mg/kg of body weight/day of methylprednisolone versus steroid pulses was not associated with in-hospital mortality (13.5% [42/310] versus 15.1% [13/86]; odds ratio [OR], 0.880 [95% confidence interval, 0.449 to 1.726]; P=0.710). Our results show that the survival of patients with SARS-CoV-2 pneumonia is higher in patients treated with glucocorticoids than in those not treated. Rates of in-hospital mortality were not different between initial regimens of 1mg/kg/day of methylprednisolone and glucocorticoid pulses.Copyright ﾃ・ﾂｩ 2020 Fernandez-Cruz et al.","{'judgement': 'False', 'index': 231}",0,"{'judgement': 'False', 'index': 231}",0,"{'judgement': 'False', 'index': 231}",0,"{'judgement': 'False', 'index': 231}",0,"{'judgement': 'False', 'index': 231}",0
4923,Operational definitions improve reliability of the age-related white matter changes scale.,BACKGROUND AND PURPOSE: Although the age-related white matter changes (ARWMC) scale has been advocated to be applicable to both MRI and CT for assessing the severity of WMC  its inter-rater reliability on CT is only fair. We aimed to operationalize the ARWMC scale and investigate the effect of this operationalization on the reliability and validity on MRI and CT. METHODS: Operational definitions of the ARWMC scale were derived from Erkinjuntti research criteria for subcortical vascular dementia and Scheltens scale. Using original and operationalized ARWMC scale  eight observers recorded the time for rating per MRI and per CT. We investigated the inter-rater and intrarater reliability as well as validity against volume using data from 97 stroke patients. RESULTS: Inter-rater reliability of the operationalized scale on CT (0.874  95% confidence interval [0.780-0.934]) was better than the original scale (0.569  95% confidence interval [0.247-0.775]). Its intrarater reliability on CT (0.869) and reliability on MRI (inter-rater: 0.860; intrarater: 0.838) was comparable with the original scale (CT intrarater: 0.750 and on MRI inter-rater: 0.845; intrarater: 0.853). The time required to administer the operationalized scale (4'2・ｪｶ・ｽｳ for MRI and 1'18・ｪｶ・ｽｳ for CT) was similar to that of the original scale (3'56・ｪｶ・ｽｳ for MRI and 1'16・ｪｶ・ｽｳ for CT). The original scale and operationalized scale also significantly correlated with WMC volume (operationalized scale ・ｾ・ = 0.613  P < 0.001  original scale ・ｾ・ = 0.638  P < 0.001). CONCLUSION: Operational definitions improve the inter-rater reliability of ARWMC scale on CT  and it correlates with volumetric measurement.,0,Operational definitions improve reliability of the age-related white matter changes scale.BACKGROUND AND PURPOSE: Although the age-related white matter changes (ARWMC) scale has been advocated to be applicable to both MRI and CT for assessing the severity of WMC  its inter-rater reliability on CT is only fair. We aimed to operationalize the ARWMC scale and investigate the effect of this operationalization on the reliability and validity on MRI and CT. METHODS: Operational definitions of the ARWMC scale were derived from Erkinjuntti research criteria for subcortical vascular dementia and Scheltens scale. Using original and operationalized ARWMC scale  eight observers recorded the time for rating per MRI and per CT. We investigated the inter-rater and intrarater reliability as well as validity against volume using data from 97 stroke patients. RESULTS: Inter-rater reliability of the operationalized scale on CT (0.874  95% confidence interval [0.780-0.934]) was better than the original scale (0.569  95% confidence interval [0.247-0.775]). Its intrarater reliability on CT (0.869) and reliability on MRI (inter-rater: 0.860; intrarater: 0.838) was comparable with the original scale (CT intrarater: 0.750 and on MRI inter-rater: 0.845; intrarater: 0.853). The time required to administer the operationalized scale (4'2・ｪｶ・ｽｳ for MRI and 1'18・ｪｶ・ｽｳ for CT) was similar to that of the original scale (3'56・ｪｶ・ｽｳ for MRI and 1'16・ｪｶ・ｽｳ for CT). The original scale and operationalized scale also significantly correlated with WMC volume (operationalized scale ・ｾ・ = 0.613  P < 0.001  original scale ・ｾ・ = 0.638  P < 0.001). CONCLUSION: Operational definitions improve the inter-rater reliability of ARWMC scale on CT  and it correlates with volumetric measurement.,"{'judgement': 'True', 'index': 232}",1,"{'judgement': 'True', 'index': 232}",1,"{'judgement': 'False', 'index': 232}",0,"{'judgement': 'False', 'index': 232}",0,"{'judgement': 'False', 'index': 232}",0
19913,"How to reorganize the access of children in a radiotherapy department in the era of COVID19, in order to protect themselves and elderly patients",,0,"How to reorganize the access of children in a radiotherapy department in the era of COVID19, in order to protect themselves and elderly patients","{'judgement': 'False', 'index': 233}",0,"{'judgement': 'False', 'index': 233}",0,"{'judgement': 'False', 'index': 233}",0,"{'judgement': 'False', 'index': 233}",0,"{'judgement': 'False', 'index': 233}",0
27507,The combined use of gallium-67-citrate and tekhnefor in the diagnosis of osteomyelitis,,0,The combined use of gallium-67-citrate and tekhnefor in the diagnosis of osteomyelitis,"{'judgement': 'True', 'index': 234}",1,"{'judgement': 'True', 'index': 234}",1,"{'judgement': 'True', 'index': 234}",1,"{'judgement': 'True', 'index': 234}",1,"{'judgement': 'True', 'index': 234}",1
57661,Codon bias analysis may be insufficient for identifying host(s) of a novel virus,,0,Codon bias analysis may be insufficient for identifying host(s) of a novel virus,"{'judgement': 'True', 'index': 235}",1,"{'judgement': 'True', 'index': 235}",1,"{'judgement': 'True', 'index': 235}",1,"{'judgement': 'True', 'index': 235}",1,"{'judgement': 'False', 'index': 235}",0
51820,Primary pleural thymoma.,An unusual thymoma is reported in a 32-year-old woman. The tumor presented as diffuse pleural thickening with encasement of the left lung. Computed tomographic scan and pleural biopsy of this pleural-based lesion were interpreted as favoring a diffuse pleural mesothelioma. After pleuropneumonectomy  pathologic examination revealed a characteristic epithelial thymoma. However  neither mediastinal involvement nor a concurrent mediastinal mass was found at surgery or by radiographic examinations. To our knowledge  only six previous cases of thymomas have been reported as pleural-based tumors for which a mediastinal origin could be excluded (namely  primary pleural thymomas). It is emphasized that in clinical and pathologic diagnosis of a pleural-based lesion thymoma should be considered in the differential diagnosis.,0,Primary pleural thymoma.An unusual thymoma is reported in a 32-year-old woman. The tumor presented as diffuse pleural thickening with encasement of the left lung. Computed tomographic scan and pleural biopsy of this pleural-based lesion were interpreted as favoring a diffuse pleural mesothelioma. After pleuropneumonectomy  pathologic examination revealed a characteristic epithelial thymoma. However  neither mediastinal involvement nor a concurrent mediastinal mass was found at surgery or by radiographic examinations. To our knowledge  only six previous cases of thymomas have been reported as pleural-based tumors for which a mediastinal origin could be excluded (namely  primary pleural thymomas). It is emphasized that in clinical and pathologic diagnosis of a pleural-based lesion thymoma should be considered in the differential diagnosis.,"{'judgement': 'False', 'index': 236}",0,"{'judgement': 'False', 'index': 236}",0,"{'judgement': 'False', 'index': 236}",0,"{'judgement': 'True', 'index': 236}",1,"{'judgement': 'True', 'index': 236}",1
