,id,title,abstract,judgement,tiab,2023-08-08_16-29Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-08-08_16-29Azure_zeroshot_gpt-35-turbo-0613_temp0,2023-08-08_16-31Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-08-08_16-31Azure_zeroshot_gpt-35-turbo-0613_temp0,2023-08-08_16-33Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-08-08_16-33Azure_zeroshot_gpt-35-turbo-0613_temp0,2023-08-08_16-35Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-08-08_16-35Azure_zeroshot_gpt-35-turbo-0613_temp0,2023-08-08_16-37Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-08-08_16-37Azure_zeroshot_gpt-35-turbo-0613_temp0,2023-08-08_16-39Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-08-08_16-39Azure_zeroshot_gpt-35-turbo-0613_temp0,2023-08-08_16-41Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-08-08_16-41Azure_zeroshot_gpt-35-turbo-0613_temp0,2023-08-08_16-43Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-08-08_16-43Azure_zeroshot_gpt-35-turbo-0613_temp0,2023-08-08_16-45Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-08-08_16-45Azure_zeroshot_gpt-35-turbo-0613_temp0,2023-08-08_16-46Azure_zeroshot_gpt-35-turbo-0613_temp0,shori_2023-08-08_16-46Azure_zeroshot_gpt-35-turbo-0613_temp0
29,25340,Vertebral body osteomyelitis in the horse,Over a 4-year period  vertebral body abscess was diagnosed in 5 young cattle. The laboratory findings in most of these cases did not suggest a diagnosis of vertebral body abscess. The most important basis for diagnosis of this condition was a thorough neurologic examination. In 4 cases  necropsy revealed abscesses in the lungs or thoracic cavity as well  suggesting that a history of pneumonia preceding paresis may favor the diagnosis of vertebral body abscess.,0,Vertebral body osteomyelitis in the horseOver a 4-year period  vertebral body abscess was diagnosed in 5 young cattle. The laboratory findings in most of these cases did not suggest a diagnosis of vertebral body abscess. The most important basis for diagnosis of this condition was a thorough neurologic examination. In 4 cases  necropsy revealed abscesses in the lungs or thoracic cavity as well  suggesting that a history of pneumonia preceding paresis may favor the diagnosis of vertebral body abscess.,"{'judgement': 'True', 'index': 29}",1,"{'judgement': 'False', 'index': 29}",0,"{'judgement': 'False', 'index': 29}",0,"{'judgement': 'False', 'index': 29}",0,"{'judgement': 'False', 'index': 29}",0,"{'judgement': 'True', 'index': 29}",1,"{'judgement': 'False', 'index': 29}",0,"{'judgement': 'False', 'index': 29}",0,"{'judgement': 'False', 'index': 29}",0,"{'judgement': 'False', 'index': 29}",0
30,61636,Direct Exploration of the Role of the Ventral Anterior Temporal Lobe in Semantic Memory: Cortical Stimulation and Local Field Potential Evidence From Subdural Grid Electrodes.,Semantic memory is a crucial higher cortical function that codes the meaning of objects and words  and when impaired after neurological damage  patients are left with significant disability. Investigations of semantic dementia have implicated the anterior temporal lobe (ATL) region  in general  as crucial for multimodal semantic memory. The potentially crucial role of the ventral ATL subregion has been emphasized by recent functional neuroimaging studies  but the necessity of this precise area has not been selectively tested. The implantation of subdural electrode grids over this subregion  for the presurgical assessment of patients with partial epilepsy or brain tumor  offers the dual yet rare opportunities to record cortical local field potentials while participants complete semantic tasks and to stimulate the functionally identified regions in the same participants to evaluate the necessity of these areas in semantic processing. Across 6 patients  and utilizing a variety of semantic assessments  we evaluated and confirmed that the anterior fusiform/inferior temporal gyrus is crucial in multimodal  receptive  and expressive  semantic processing.,0,Direct Exploration of the Role of the Ventral Anterior Temporal Lobe in Semantic Memory: Cortical Stimulation and Local Field Potential Evidence From Subdural Grid Electrodes.Semantic memory is a crucial higher cortical function that codes the meaning of objects and words  and when impaired after neurological damage  patients are left with significant disability. Investigations of semantic dementia have implicated the anterior temporal lobe (ATL) region  in general  as crucial for multimodal semantic memory. The potentially crucial role of the ventral ATL subregion has been emphasized by recent functional neuroimaging studies  but the necessity of this precise area has not been selectively tested. The implantation of subdural electrode grids over this subregion  for the presurgical assessment of patients with partial epilepsy or brain tumor  offers the dual yet rare opportunities to record cortical local field potentials while participants complete semantic tasks and to stimulate the functionally identified regions in the same participants to evaluate the necessity of these areas in semantic processing. Across 6 patients  and utilizing a variety of semantic assessments  we evaluated and confirmed that the anterior fusiform/inferior temporal gyrus is crucial in multimodal  receptive  and expressive  semantic processing.,"{'judgement': 'True', 'index': 30}",1,"{'judgement': 'False', 'index': 30}",0,"{'judgement': 'True', 'index': 30}",1,"{'judgement': 'True', 'index': 30}",1,"{'judgement': 'True', 'index': 30}",1,"{'judgement': 'True', 'index': 30}",1,"{'judgement': 'True', 'index': 30}",1,"{'judgement': 'True', 'index': 30}",1,"{'judgement': 'True', 'index': 30}",1,"{'judgement': 'False', 'index': 30}",0
31,39604,The status of SPECT in tumor diagnosis,,0,The status of SPECT in tumor diagnosis,"{'judgement': 'True', 'index': 31}",1,"{'judgement': 'True', 'index': 31}",1,"{'judgement': 'True', 'index': 31}",1,"{'judgement': 'True', 'index': 31}",1,"{'judgement': 'True', 'index': 31}",1,"{'judgement': 'True', 'index': 31}",1,"{'judgement': 'True', 'index': 31}",1,"{'judgement': 'True', 'index': 31}",1,"{'judgement': 'True', 'index': 31}",1,"{'judgement': 'True', 'index': 31}",1
32,16395,Where am I now? Distinct roles for parahippocampal and retrosplenial cortices in place recognition.,A key component of spatial navigation is the ability to use visual information to ascertain where one is located and how one is oriented in the world. We used functional magnetic resonance imaging to examine the neural correlates of this phenomenon in humans. Subjects were scanned while retrieving different kinds of topographical and nontopographical information in response to visual scenes. In the three critical conditions  they viewed images of a familiar college campus  and reported either the location of the place depicted in the image (location task)  the compass direction that the camera was facing when the image was taken (orientation task)  or whether the location was on campus or not (familiarity task). Our analyses focused on the retrosplenial cortex (RSC)/parietal-occipital sulcus region and the parahippocampal place area (PPA)  which previous studies indicate play a critical role in place recognition. RSC activity depended on the type of information retrieved  with the strongest response in the location task. In contrast  PPA activity did not depend on the retrieval task. Additional analyses revealed a strong effect of familiarity in RSC but not in the PPA  with the former region responding much more strongly to images of the familiar campus than to images of an unfamiliar campus. These results suggest that the PPA and RSC play distinct but complementary roles in place recognition. In particular  the PPA may primarily support perception of the immediate scene  whereas RSC may support memory retrieval mechanisms that allow the scene to be localized within the broader spatial environment.,0,Where am I now? Distinct roles for parahippocampal and retrosplenial cortices in place recognition.A key component of spatial navigation is the ability to use visual information to ascertain where one is located and how one is oriented in the world. We used functional magnetic resonance imaging to examine the neural correlates of this phenomenon in humans. Subjects were scanned while retrieving different kinds of topographical and nontopographical information in response to visual scenes. In the three critical conditions  they viewed images of a familiar college campus  and reported either the location of the place depicted in the image (location task)  the compass direction that the camera was facing when the image was taken (orientation task)  or whether the location was on campus or not (familiarity task). Our analyses focused on the retrosplenial cortex (RSC)/parietal-occipital sulcus region and the parahippocampal place area (PPA)  which previous studies indicate play a critical role in place recognition. RSC activity depended on the type of information retrieved  with the strongest response in the location task. In contrast  PPA activity did not depend on the retrieval task. Additional analyses revealed a strong effect of familiarity in RSC but not in the PPA  with the former region responding much more strongly to images of the familiar campus than to images of an unfamiliar campus. These results suggest that the PPA and RSC play distinct but complementary roles in place recognition. In particular  the PPA may primarily support perception of the immediate scene  whereas RSC may support memory retrieval mechanisms that allow the scene to be localized within the broader spatial environment.,"{'judgement': 'False', 'index': 32}",0,"{'judgement': 'False', 'index': 32}",0,"{'judgement': 'False', 'index': 32}",0,"{'judgement': 'False', 'index': 32}",0,"{'judgement': 'False', 'index': 32}",0,"{'judgement': 'True', 'index': 32}",1,"{'judgement': 'False', 'index': 32}",0,"{'judgement': 'False', 'index': 32}",0,"{'judgement': 'False', 'index': 32}",0,"{'judgement': 'False', 'index': 32}",0
33,2108,The natural history of asymptomatic positron emission tomography: Positive giant cell arteritis after a case of self-limiting polymyalgia rheumatica,,0,The natural history of asymptomatic positron emission tomography: Positive giant cell arteritis after a case of self-limiting polymyalgia rheumatica,"{'judgement': 'True', 'index': 33}",1,"{'judgement': 'False', 'index': 33}",0,"{'judgement': 'False', 'index': 33}",0,"{'judgement': 'True', 'index': 33}",1,"{'judgement': 'True', 'index': 33}",1,"{'judgement': 'True', 'index': 33}",1,"{'judgement': 'True', 'index': 33}",1,"{'judgement': 'True', 'index': 33}",1,"{'judgement': 'True', 'index': 33}",1,"{'judgement': 'False', 'index': 33}",0
34,46265,Functional outcomes after extended surgery for gastric cancer,METHODSTwo randomized controlled trials have been conducted to compare D2 lymphadenectomy alone (263 patients) versus D2 lymphadenectomy plus PAND (260)  and the abdominal-transhiatal (TH) approach (82) versus the LTA approach (85)  in patients with gastric cancer. Prospectively registered secondary endpoints bodyweight  symptom scores and respiratory function were evaluated in the present study.RESULTSBodyweight was comparable after D2 and D2 plus PAND  but higher after TH than after LTA procedures at 1 and 3 years. At 1- and 3-year follow-up symptom scores were comparable between D2 and D2 plus PAND. A LTA approach resulted in significantly worse scores than a TH approach in terms of meal volume  return to work  incisional pain and dyspnoea up to 1 year. The decrease in vital capacity was significantly greater after LTA than TH procedures up to 6 months.CONCLUSIONBodyweight and postoperative symptoms were not affected by adding PAND to a D2 procedure. A LTA approach aggravated weight loss  symptoms and respiratory functions compared with a TH approach.BACKGROUNDExtended gastrectomy with para-aortic nodal dissection (PAND) or thorough dissection of mediastinal nodes using a left thoracoabdominal (LTA) approach is an alternative to D2 lymphadenectomy  with variable postoperative results.,0,Functional outcomes after extended surgery for gastric cancerMETHODSTwo randomized controlled trials have been conducted to compare D2 lymphadenectomy alone (263 patients) versus D2 lymphadenectomy plus PAND (260)  and the abdominal-transhiatal (TH) approach (82) versus the LTA approach (85)  in patients with gastric cancer. Prospectively registered secondary endpoints bodyweight  symptom scores and respiratory function were evaluated in the present study.RESULTSBodyweight was comparable after D2 and D2 plus PAND  but higher after TH than after LTA procedures at 1 and 3 years. At 1- and 3-year follow-up symptom scores were comparable between D2 and D2 plus PAND. A LTA approach resulted in significantly worse scores than a TH approach in terms of meal volume  return to work  incisional pain and dyspnoea up to 1 year. The decrease in vital capacity was significantly greater after LTA than TH procedures up to 6 months.CONCLUSIONBodyweight and postoperative symptoms were not affected by adding PAND to a D2 procedure. A LTA approach aggravated weight loss  symptoms and respiratory functions compared with a TH approach.BACKGROUNDExtended gastrectomy with para-aortic nodal dissection (PAND) or thorough dissection of mediastinal nodes using a left thoracoabdominal (LTA) approach is an alternative to D2 lymphadenectomy  with variable postoperative results.,"{'judgement': 'True', 'index': 34}",1,"{'judgement': 'False', 'index': 34}",0,"{'judgement': 'False', 'index': 34}",0,"{'judgement': 'True', 'index': 34}",1,"{'judgement': 'True', 'index': 34}",1,"{'judgement': 'True', 'index': 34}",1,"{'judgement': 'True', 'index': 34}",1,"{'judgement': 'False', 'index': 34}",0,"{'judgement': 'True', 'index': 34}",1,"{'judgement': 'True', 'index': 34}",1
35,62664,Adolescents' face mask usage and contact transmission in novel coronavirus,"The global outbreak of coronavirus has become an international public health threat. Prevention is of paramount importance to contain its spread. This study observes face mask wearing behavior and contact transmission problems in Taiwan. Teachers track student status in class. In addition to measuring body temperature and regular disinfection, classrooms require ventilation wear mask, provide alcohol spray and avoid sharing the microphone. Both questionnaire surveys and experimental were utilized. A total of 160 adults residing in Taiwan participated in the survey. The dye simulated the possible virus area on the mask surface during usage. Subjects were required to complete a questionnaire and simulate the spread of contact transmission when using a computer. Eighty-one % of respondents reported consistent use of surgical masks several times a day. They reported taking their masks off in relatively safe areas. Most people reported using one mask per day and storing the masks in their pockets. As a result, masks surface become a contamination source. In the contact experiment, ten adults were requested to don and doff a surgical mask while doing a word processing task. The extended contamination areas were recorded and identified by image analysis. The results show an average contamination area of the workspace is significant 530 cm2. When the hand touches the surface of the mask, it may spread the virus to the subsequent contact area.Copyright Â© the Author(s), 2020.",0,"Adolescents' face mask usage and contact transmission in novel coronavirusThe global outbreak of coronavirus has become an international public health threat. Prevention is of paramount importance to contain its spread. This study observes face mask wearing behavior and contact transmission problems in Taiwan. Teachers track student status in class. In addition to measuring body temperature and regular disinfection, classrooms require ventilation wear mask, provide alcohol spray and avoid sharing the microphone. Both questionnaire surveys and experimental were utilized. A total of 160 adults residing in Taiwan participated in the survey. The dye simulated the possible virus area on the mask surface during usage. Subjects were required to complete a questionnaire and simulate the spread of contact transmission when using a computer. Eighty-one % of respondents reported consistent use of surgical masks several times a day. They reported taking their masks off in relatively safe areas. Most people reported using one mask per day and storing the masks in their pockets. As a result, masks surface become a contamination source. In the contact experiment, ten adults were requested to don and doff a surgical mask while doing a word processing task. The extended contamination areas were recorded and identified by image analysis. The results show an average contamination area of the workspace is significant 530 cm2. When the hand touches the surface of the mask, it may spread the virus to the subsequent contact area.Copyright Â© the Author(s), 2020.","{'judgement': 'True', 'index': 35}",1,"{'judgement': 'False', 'index': 35}",0,"{'judgement': 'False', 'index': 35}",0,"{'judgement': 'True', 'index': 35}",1,"{'judgement': 'True', 'index': 35}",1,"{'judgement': 'True', 'index': 35}",1,"{'judgement': 'False', 'index': 35}",0,"{'judgement': 'False', 'index': 35}",0,"{'judgement': 'False', 'index': 35}",0,"{'judgement': 'False', 'index': 35}",0
36,2843,fac-{Ru(CO)(3)}(2+) selectively targets the histidine residues of the beta-amyloid peptide 1-28. Implications for new Alzheimer's disease treatments based on ruthenium complexes.,The reaction of the ruthenium(II) complex fac-[Ru(CO)(3)Cl(2)(N(1)-thz)] (I hereafter; thz = 1 3-thiazole) with human beta-amyloid peptide 1-28 (Abeta(28)) and the resulting {Ru(CO)(3)}(2+) peptide adduct was investigated by a variety of biophysical methods. (1)H NMR titrations highlighted a selective interaction of {Ru(CO)(3)}(2+) with Abeta(28) histidine residues; circular dichroism revealed the occurrence of a substantial conformational rearrangement of Abeta(28); electrospray ionization mass spectrometry (ESI-MS) suggested a prevalent 1:1 metal/peptide stoichiometry and disclosed the nature of peptide-bound metallic fragments. Notably  very similar ESI-MS results were obtained when I was reacted with Abeta(42). The implications of the above findings for a possible use of ruthenium compounds in Alzheimer's disease are discussed.,0,fac-{Ru(CO)(3)}(2+) selectively targets the histidine residues of the beta-amyloid peptide 1-28. Implications for new Alzheimer's disease treatments based on ruthenium complexes.The reaction of the ruthenium(II) complex fac-[Ru(CO)(3)Cl(2)(N(1)-thz)] (I hereafter; thz = 1 3-thiazole) with human beta-amyloid peptide 1-28 (Abeta(28)) and the resulting {Ru(CO)(3)}(2+) peptide adduct was investigated by a variety of biophysical methods. (1)H NMR titrations highlighted a selective interaction of {Ru(CO)(3)}(2+) with Abeta(28) histidine residues; circular dichroism revealed the occurrence of a substantial conformational rearrangement of Abeta(28); electrospray ionization mass spectrometry (ESI-MS) suggested a prevalent 1:1 metal/peptide stoichiometry and disclosed the nature of peptide-bound metallic fragments. Notably  very similar ESI-MS results were obtained when I was reacted with Abeta(42). The implications of the above findings for a possible use of ruthenium compounds in Alzheimer's disease are discussed.,"{'judgement': 'True', 'index': 36}",1,"{'judgement': 'False', 'index': 36}",0,"{'judgement': 'False', 'index': 36}",0,"{'judgement': '', 'probability': '', 'index': 36}",,"{'judgement': 'True', 'index': 36}",1,"{'judgement': 'True', 'index': 36}",1,"{'judgement': 'True', 'index': 36}",1,"{'judgement': 'False', 'index': 36}",0,"{'judgement': 'True', 'index': 36}",1,"{'judgement': 'False', 'index': 36}",0
37,51445,The joint effect of apolipoprotein E epsilon4 and MRI findings on lower-extremity function and decline in cognitive function.,BACKGROUND: Cognitive decline and poor physical function are risk factors for disability in old age and may occur more often in subjects with the apolipoprotein E epsilon4 (ApoE-epsilon4) allele. The objective of this study was to investigate the joint effect of ApoE-epsilon4 and structural changes detected on MRI brain scans on cognitive decline and lower-extremity function. METHODS: Brain MRI (1.5 T)  neuropsychological tests  and lower-extremity physical function tests were administered to World War II male veteran twins ages 69 to 80. Quantification of MRI scans used a previously published algorithm to segment brain images into total cerebral brain (TCB)  cerebrospinal fluid (CSF)  and white-matter hyperintensity (WMH) volumes. A short battery of physical performance tests was used to assess lower-extremity function. Ten-year changes in performance on the Mini-Mental State Exam (MMSE)  the Benton Visual Retention Test (BVRT)  and the Digit Symbol Substitution (DSS) test were used to assess cognitive decline. RESULTS: For the sample as a whole  the comparison of subjects by median split of total cerebral brain volume found that those with brain volumes below the median performed worse on tests of gait and balance (p < .01) and experienced greater cognitive decline on the MMSE and BVRT cognitive test batteries (both p < .01). In addition  subjects with WMH volumes above the median had poor performance on the standing balance tasks and experienced greater decline on the DSS test (p < .01). Stratified analyses revealed that the joint effect of radiological findings and the ApoE-epsilon4 allele on cognitive decline and lower-extremity function was often greater than that expected from the separate effects combined. CONCLUSIONS: We conclude that radiological findings in conjunction with ApoE-epsilon4 may single out a group at higher risk for dementia. We speculate that the observed interaction effect may be due to increased susceptibility to brain injury or impaired repair mechanisms in subjects with ApoE-epsilon4.,0,The joint effect of apolipoprotein E epsilon4 and MRI findings on lower-extremity function and decline in cognitive function.BACKGROUND: Cognitive decline and poor physical function are risk factors for disability in old age and may occur more often in subjects with the apolipoprotein E epsilon4 (ApoE-epsilon4) allele. The objective of this study was to investigate the joint effect of ApoE-epsilon4 and structural changes detected on MRI brain scans on cognitive decline and lower-extremity function. METHODS: Brain MRI (1.5 T)  neuropsychological tests  and lower-extremity physical function tests were administered to World War II male veteran twins ages 69 to 80. Quantification of MRI scans used a previously published algorithm to segment brain images into total cerebral brain (TCB)  cerebrospinal fluid (CSF)  and white-matter hyperintensity (WMH) volumes. A short battery of physical performance tests was used to assess lower-extremity function. Ten-year changes in performance on the Mini-Mental State Exam (MMSE)  the Benton Visual Retention Test (BVRT)  and the Digit Symbol Substitution (DSS) test were used to assess cognitive decline. RESULTS: For the sample as a whole  the comparison of subjects by median split of total cerebral brain volume found that those with brain volumes below the median performed worse on tests of gait and balance (p < .01) and experienced greater cognitive decline on the MMSE and BVRT cognitive test batteries (both p < .01). In addition  subjects with WMH volumes above the median had poor performance on the standing balance tasks and experienced greater decline on the DSS test (p < .01). Stratified analyses revealed that the joint effect of radiological findings and the ApoE-epsilon4 allele on cognitive decline and lower-extremity function was often greater than that expected from the separate effects combined. CONCLUSIONS: We conclude that radiological findings in conjunction with ApoE-epsilon4 may single out a group at higher risk for dementia. We speculate that the observed interaction effect may be due to increased susceptibility to brain injury or impaired repair mechanisms in subjects with ApoE-epsilon4.,"{'judgement': 'True', 'index': 37}",1,"{'judgement': 'False', 'index': 37}",0,"{'judgement': 'True', 'index': 37}",1,"{'judgement': 'True', 'index': 37}",1,"{'judgement': 'False', 'index': 37}",0,"{'judgement': 'True', 'index': 37}",1,"{'judgement': 'True', 'index': 37}",1,"{'judgement': 'True', 'index': 37}",1,"{'judgement': 'False', 'index': 37}",0,"{'judgement': 'False', 'index': 37}",0
38,66716,Anionic contribution for fibrous maturation of protofibrillar assemblies of the human tau repeat domain in a fluoroalcohol solution.,Tau protein forms fibrous aggregates in the brain of patients with Alzheimer's disease. This type of aggregation in vitro is promoted efficiently by polyanions and anionic micelles. Here  we report another cosolvent system that induces the fibrous aggregation of human tau four-repeat domain (tau4RD). The protein aggregation was primarily achieved by a nonanionic agent 1 1 1 3 3 3-hexafluoro-2-propanol (HFIP)  while the ionic condition was modified by inorganic salts. The aggregation analysis by three spectroscopic methods revealed a two-phase kinetics of the aggregation of tau4RD in the presence of HFIP at approximately 4-6%. Large increases in the light-scattering  the thioflavin-binding  and the secondary structure content of tau4RD have progressed within a few minutes at 37 degrees C  which was followed by another slower aggregation phase. Electron microscopic analysis demonstrated that the amorphous granules are formed in the faster step  which acquired a fibrous shape in the slower step in the solution containing NaCl. In the absence of the salt  however  the fibrous maturation was inhibited. Examination of various salt species in place of NaCl demonstrated that binding of anions to the precursor aggregates was essential for the fibrous maturation. On the basis of the results  we proposed an aggregation scheme of tau in which the formation of a thioflavin-binding intermediate occurred ahead of its fibrous maturation. The anionic environment was suggested to play a crucial role in the fibrous maturation and  therefore  could be an in vivo determinant of the morphology of the aggregates of tau.,0,Anionic contribution for fibrous maturation of protofibrillar assemblies of the human tau repeat domain in a fluoroalcohol solution.Tau protein forms fibrous aggregates in the brain of patients with Alzheimer's disease. This type of aggregation in vitro is promoted efficiently by polyanions and anionic micelles. Here  we report another cosolvent system that induces the fibrous aggregation of human tau four-repeat domain (tau4RD). The protein aggregation was primarily achieved by a nonanionic agent 1 1 1 3 3 3-hexafluoro-2-propanol (HFIP)  while the ionic condition was modified by inorganic salts. The aggregation analysis by three spectroscopic methods revealed a two-phase kinetics of the aggregation of tau4RD in the presence of HFIP at approximately 4-6%. Large increases in the light-scattering  the thioflavin-binding  and the secondary structure content of tau4RD have progressed within a few minutes at 37 degrees C  which was followed by another slower aggregation phase. Electron microscopic analysis demonstrated that the amorphous granules are formed in the faster step  which acquired a fibrous shape in the slower step in the solution containing NaCl. In the absence of the salt  however  the fibrous maturation was inhibited. Examination of various salt species in place of NaCl demonstrated that binding of anions to the precursor aggregates was essential for the fibrous maturation. On the basis of the results  we proposed an aggregation scheme of tau in which the formation of a thioflavin-binding intermediate occurred ahead of its fibrous maturation. The anionic environment was suggested to play a crucial role in the fibrous maturation and  therefore  could be an in vivo determinant of the morphology of the aggregates of tau.,"{'judgement': 'False', 'index': 38}",0,"{'judgement': 'False', 'index': 38}",0,"{'judgement': 'False', 'index': 38}",0,"{'judgement': 'False', 'index': 38}",0,"{'judgement': 'False', 'index': 38}",0,"{'judgement': 'True', 'index': 38}",1,"{'judgement': 'False', 'index': 38}",0,"{'judgement': 'False', 'index': 38}",0,"{'judgement': 'False', 'index': 38}",0,"{'judgement': 'False', 'index': 38}",0
39,8823,Unbiased tensor-based morphometry: improved robustness and sample size estimates for Alzheimer's disease clinical trials.,Various neuroimaging measures are being evaluated for tracking Alzheimer's disease (AD) progression in therapeutic trials  including measures of structural brain change based on repeated scanning of patients with magnetic resonance imaging (MRI). Methods to compute brain change must be robust to scan quality. Biases may arise if any scans are thrown out  as this can lead to the true changes being overestimated or underestimated. Here we analyzed the full MRI dataset from the first phase of Alzheimer's Disease Neuroimaging Initiative (ADNI-1) from the first phase of Alzheimer's Disease Neuroimaging Initiative (ADNI-1) and assessed several sources of bias that can arise when tracking brain changes with structural brain imaging methods  as part of a pipeline for tensor-based morphometry (TBM). In all healthy subjects who completed MRI scanning at screening  6  12  and 24months  brain atrophy was essentially linear with no detectable bias in longitudinal measures. In power analyses for clinical trials based on these change measures  only 39AD patients and 95 mild cognitive impairment (MCI) subjects were needed for a 24-month trial to detect a 25% reduction in the average rate of change using a two-sided test (ﾎｱ=0.05  power=80%). Further sample size reductions were achieved by stratifying the data into Apolipoprotein E (ApoE) ﾎｵ4 carriers versus non-carriers. We show how selective data exclusion affects sample size estimates  motivating an objective comparison of different analysis techniques based on statistical power and robustness. TBM is an unbiased  robust  high-throughput imaging surrogate marker for large  multi-site neuroimaging studies and clinical trials of AD and MCI.,0,Unbiased tensor-based morphometry: improved robustness and sample size estimates for Alzheimer's disease clinical trials.Various neuroimaging measures are being evaluated for tracking Alzheimer's disease (AD) progression in therapeutic trials  including measures of structural brain change based on repeated scanning of patients with magnetic resonance imaging (MRI). Methods to compute brain change must be robust to scan quality. Biases may arise if any scans are thrown out  as this can lead to the true changes being overestimated or underestimated. Here we analyzed the full MRI dataset from the first phase of Alzheimer's Disease Neuroimaging Initiative (ADNI-1) from the first phase of Alzheimer's Disease Neuroimaging Initiative (ADNI-1) and assessed several sources of bias that can arise when tracking brain changes with structural brain imaging methods  as part of a pipeline for tensor-based morphometry (TBM). In all healthy subjects who completed MRI scanning at screening  6  12  and 24months  brain atrophy was essentially linear with no detectable bias in longitudinal measures. In power analyses for clinical trials based on these change measures  only 39AD patients and 95 mild cognitive impairment (MCI) subjects were needed for a 24-month trial to detect a 25% reduction in the average rate of change using a two-sided test (ﾎｱ=0.05  power=80%). Further sample size reductions were achieved by stratifying the data into Apolipoprotein E (ApoE) ﾎｵ4 carriers versus non-carriers. We show how selective data exclusion affects sample size estimates  motivating an objective comparison of different analysis techniques based on statistical power and robustness. TBM is an unbiased  robust  high-throughput imaging surrogate marker for large  multi-site neuroimaging studies and clinical trials of AD and MCI.,"{'judgement': 'True', 'index': 39}",1,"{'judgement': 'False', 'index': 39}",0,"{'judgement': 'True', 'index': 39}",1,"{'judgement': 'True', 'index': 39}",1,"{'judgement': 'False', 'index': 39}",0,"{'judgement': 'True', 'index': 39}",1,"{'judgement': 'True', 'index': 39}",1,"{'judgement': 'True', 'index': 39}",1,"{'judgement': 'True', 'index': 39}",1,"{'judgement': 'False', 'index': 39}",0
40,21232,Beta-amyloid deposition in brain is enhanced in mouse models of arterial hypertension.,There are conflicting evidence regarding the association of hypertension with Alzheimer's disease (AD)  and so far it is still unexplored whether increased blood pressure levels can be mechanistically related to the pathophysiology of AD. Since the deposition of beta-amyloid (A beta) in brain represents the first pathogenetic event in the onset of AD  in this study we investigated the role of hypertension in the brain deposition of A beta. We analyzed two independent mouse models of hypertension. In both models we observed an increased permeability of blood-brain barrier in cortex and hippocampus. More interestingly  in the same areas hypertensive mice showed a marked positivity to anti-A beta antibodies and the presence of A beta-like fragments. Finally  we analyzed mice after passive immunotherapy with anti-A beta IgG. We observed that this latter approach determined a markedly reduced A beta immunopositivity in both cortex and hippocampus. Our study demonstrates that chronic hypertension determines an impairment of the blood-brain barrier permeability with deposition of A beta in brain tissue and that passive immunotherapy prevents this latter phenomenon.,0,Beta-amyloid deposition in brain is enhanced in mouse models of arterial hypertension.There are conflicting evidence regarding the association of hypertension with Alzheimer's disease (AD)  and so far it is still unexplored whether increased blood pressure levels can be mechanistically related to the pathophysiology of AD. Since the deposition of beta-amyloid (A beta) in brain represents the first pathogenetic event in the onset of AD  in this study we investigated the role of hypertension in the brain deposition of A beta. We analyzed two independent mouse models of hypertension. In both models we observed an increased permeability of blood-brain barrier in cortex and hippocampus. More interestingly  in the same areas hypertensive mice showed a marked positivity to anti-A beta antibodies and the presence of A beta-like fragments. Finally  we analyzed mice after passive immunotherapy with anti-A beta IgG. We observed that this latter approach determined a markedly reduced A beta immunopositivity in both cortex and hippocampus. Our study demonstrates that chronic hypertension determines an impairment of the blood-brain barrier permeability with deposition of A beta in brain tissue and that passive immunotherapy prevents this latter phenomenon.,"{'judgement': 'True', 'index': 40}",1,"{'judgement': 'False', 'index': 40}",0,"{'judgement': 'True', 'index': 40}",1,"{'judgement': 'True', 'index': 40}",1,"{'judgement': 'True', 'index': 40}",1,"{'judgement': 'True', 'index': 40}",1,"{'judgement': 'True', 'index': 40}",1,"{'judgement': 'True', 'index': 40}",1,"{'judgement': 'True', 'index': 40}",1,"{'judgement': 'False', 'index': 40}",0
